# epoch (MJD),epoch (seconds TDB),x [km],y [km],z [km],vx [km/s],vy [km/s],vz [km/s]
60394.560000,764645253.182579,-452377.392417,-71126.980702,-79642.131313,0.167990,-0.785046,-0.569058
60394.580000,764646981.182579,-452083.760789,-72482.878830,-80624.170763,0.171861,-0.784279,-0.567561
60394.600000,764648709.182578,-451783.446397,-73837.445905,-81603.617625,0.175725,-0.783506,-0.566058
60394.620000,764650437.182578,-451476.461285,-75190.670235,-82580.461382,0.179581,-0.782725,-0.564548
60394.640000,764652165.182578,-451162.817499,-76542.540130,-83554.691514,0.183431,-0.781938,-0.563032
60394.660000,764653893.182577,-450842.527084,-77893.043899,-84526.297505,0.187274,-0.781144,-0.561510
60394.680000,764655621.182577,-450515.602084,-79242.169850,-85495.268837,0.191110,-0.780343,-0.559983
60394.700000,764657349.182577,-450182.054545,-80589.906294,-86461.594990,0.194939,-0.779536,-0.558449
60394.720000,764659077.182577,-449841.896512,-81936.241539,-87425.265447,0.198761,-0.778722,-0.556909
60394.740000,764660805.182576,-449495.140030,-83281.163894,-88386.269690,0.202576,-0.777900,-0.555363
60394.760000,764662533.182576,-449141.797131,-84624.661668,-89344.597212,0.206384,-0.777073,-0.553811
60394.780000,764664261.182576,-448781.879573,-85966.723141,-90300.237738,0.210186,-0.776238,-0.552254
60394.800000,764665989.182575,-448415.398834,-87307.336566,-91253.181234,0.213981,-0.775397,-0.550690
60394.820000,764667717.182575,-448042.366383,-88646.490196,-92203.417673,0.217769,-0.774548,-0.549120
60394.840000,764669445.182575,-447662.793686,-89984.172281,-93150.937027,0.221551,-0.773693,-0.547545
60394.860000,764671173.182575,-447276.692213,-91320.371074,-94095.729270,0.225325,-0.772832,-0.545964
60394.880000,764672901.182574,-446884.073429,-92655.074826,-95037.784377,0.229094,-0.771963,-0.544377
60394.900000,764674629.182574,-446484.948803,-93988.271791,-95977.092320,0.232855,-0.771088,-0.542784
60394.920000,764676357.182574,-446079.329803,-95319.950219,-96913.643072,0.236610,-0.770206,-0.541185
60394.940000,764678085.182573,-445667.227896,-96650.098362,-97847.426608,0.240358,-0.769317,-0.539581
60394.960000,764679813.182573,-445248.654550,-97978.704473,-98778.432901,0.244100,-0.768421,-0.537971
60394.980000,764681541.182573,-444823.621232,-99305.756803,-99706.651925,0.247835,-0.767518,-0.536355
60395.000000,764683269.182573,-444392.139409,-100631.243604,-100632.073652,0.251564,-0.766609,-0.534734
60395.020000,764684997.182572,-443954.220465,-101955.153117,-101554.688125,0.255286,-0.765693,-0.533106
60395.040000,764686725.182572,-443509.875440,-103277.473537,-102474.485666,0.259002,-0.764770,-0.531474
60395.060000,764688453.182572,-443059.115289,-104598.193047,-103391.456664,0.262711,-0.763840,-0.529835
60395.080000,764690181.182571,-442601.950967,-105917.299832,-104305.591510,0.266414,-0.762903,-0.528191
60395.100000,764691909.182571,-442138.393430,-107234.782076,-105216.880592,0.270110,-0.761959,-0.526541
60395.120000,764693637.182571,-441668.453633,-108550.627962,-106125.314301,0.273801,-0.761009,-0.524886
60395.140000,764695365.182571,-441192.142530,-109864.825673,-107030.883027,0.277484,-0.760052,-0.523225
