epoch (MJD),epoch (seconds TDB),r [km],alpha [deg],beta [deg]
59151.00000,657201669.1826417446136475,72206.2888988593913382,-0.0002070373592011,0.0001204398021647
59151.25000,657223269.1826417446136475,73986.7380413592472905,-0.0001016746878041,0.0000441871933719
59151.50000,657244869.1826417446136475,75636.7760370602336479,-0.0000606927592669,0.0000234869048258
59151.75000,657266469.1826417446136475,77158.3871645586332306,-0.0001503596957181,0.0000386912486243
59152.00000,657288069.1826417446136475,78554.6563764871825697,-0.0002259061070566,0.0000435733264413
59152.25000,657309669.1826417446136475,79829.3487578975182259,-0.0002894648734996,0.0000447767446978
59152.50000,657331269.1826417446136475,80986.5560218278988032,-0.0003430155103702,0.0000461403441986
59152.75000,657352869.1826417446136475,82030.3977335857634898,-0.0003881507150559,0.0000498766965905
59153.00000,657374469.1826417446136475,82964.7687092590058455,-0.0004260665985607,0.0000571801175693
59153.25000,657396069.1826417446136475,83793.1267679976153886,-0.0004576158429808,0.0000685809944859
59153.50000,657417669.1826417446136475,84518.3169304260372883,-0.0004833861858305,0.0000841495656912
59153.75000,657439269.1826417446136475,85142.4294387173140422,-0.0005037762354665,0.0001036306055096
59154.00000,657460869.1826417446136475,85666.6897700652916683,-0.0005190649733044,0.0001265296218977
59154.25000,657482469.1826417446136475,86091.3792370334413135,-0.0005294628440400,0.0001521949764129
59154.50000,657504069.1826417446136475,86415.7849312381731579,-0.0005351545381746,0.0001798720536988
59154.75000,657525669.1826417446136475,86638.1777390631032176,-0.0005363241991993,0.0002087607087385
59155.00000,657547269.1826417446136475,86755.8170410736929625,-0.0005331703717948,0.0002380530796460
59155.25000,657568869.1826417446136475,86764.9805475616303738,-0.0005259038499159,0.0002669806904455
59155.50000,657590469.1826417446136475,86661.0175992096919799,-0.0005147374298146,0.0002948374673012
59155.75000,657612069.1826417446136475,86438.4242168730415870,-0.0004998624321092,0.0003210025987083
59156.00000,657633669.1826417446136475,86090.9382644491561223,-0.0004814178572794,0.0003449382939246
59156.25000,657655269.1826417446136475,85611.6533317029097816,-0.0004594482603933,0.0003661857713991
59156.50000,657676869.1826417446136475,84993.1503807884582784,-0.0004338579109222,0.0003843188754537
59156.75000,657698469.1826417446136475,84227.6468760347197531,-0.0004043572687104,0.0003988835750928
59157.00000,657720069.1826417446136475,83307.1640749062935356,-0.0003704113302651,0.0004092860953421
59157.25000,657741669.1826417446136475,82223.7144707523257239,-0.0003312059980391,0.0004145844774204
59157.50000,657763269.1826417446136475,80969.5131722847727360,-0.0002856614518090,0.0004131744736309
59157.75000,657784869.1826417446136475,79537.2194430651143193,-0.0002325842885741,0.0004022364063013
59158.00000,657806469.1826417446136475,77920.2180128630425315,-0.0001711667983669,0.0003767759454299
59158.25000,657828069.1826417446136475,76112.9545250784140080,-0.0001023352046224,0.0003280160319760
59158.50000,657849669.1826417446136475,74111.3462957965093665,-0.0000321844015658,0.0002407425973753
59158.75000,657871269.1826417446136475,71913.2994222832494415,0.0000195460746225,0.0000895577334014
59159.00000,657892869.1826417446136475,69519.3776779399049701,0.0000506291876015,0.0001083441061175
59159.25000,657914469.1826417446136475,66933.6896401275153039,0.0002632645827796,0.0004536916402016
59159.50000,657936069.1826417446136475,64165.0907516633305931,0.0008518085592094,0.0008309237745892
59159.75000,657957669.1826417446136475,61228.8390962020275765,0.0019605218758477,0.0009643721394284
59160.00000,657979269.1826417446136475,58148.8977495431900024,0.0032799691326313,0.0004754626680197
59160.25000,658000869.1826417446136475,54961.1332919074411620,0.0041135673050627,-0.0004347543159657
59160.50000,658022469.1826417446136475,51717.6820767583121778,0.0043957470430960,-0.0010960771545995
59160.75000,658044069.1826417446136475,48492.6347945529996650,0.0045808950457371,-0.0013157057568307
59161.00000,658065669.1826417446136475,45388.6663911813157029,0.0048640846977935,-0.0012824924230064
59161.25000,658087269.1826417446136475,42542.8198666999815032,0.0050824133670781,-0.0011717414239133
59161.50000,658108869.1826417446136475,40126.7960281541963923,0.0048471572761065,-0.0010687753759731
59161.75000,658130469.1826417446136475,38333.4477538310966338,0.0037197928514346,-0.0009994246802914
59162.00000,658152069.1826417446136475,37341.3525934006465832,0.0015615479773214,-0.0009523813735365
59162.25000,658173669.1826417446136475,37261.7925937703330419,-0.0011360506932301,-0.0008951425910666
59162.50000,658195269.1826417446136475,38095.2500489892627229,-0.0034661214193206,-0.0007964621182684
59162.75000,658216869.1826417446136475,39729.9529056763785775,-0.0047968873540370,-0.0006428498493077
59163.00000,658238469.1826417446136475,41983.8362999203018262,-0.0051172985146880,-0.0004310284518191
59163.25000,658260069.1826417446136475,44658.3256049526171410,-0.0047917916681033,-0.0001394742374315
59163.50000,658281669.1826417446136475,47575.4390655377865187,-0.0042277230211228,0.0003266447353617
